timestamp,counter,Latitude,Longitude,Snow Depth m,geometry
2017-11-14 15:24:38.5,100002,65.04029333,-147.41795,0.7892,POINT (480320.68 7213010.28)
2017-11-14 15:24:39,100003,65.040295,-147.4179483,0.7684000000000001,POINT (480320.76 7213010.46)
2017-11-14 15:24:39.5,100004,65.0403,-147.4179483,0.7735,POINT (480320.76 7213011.02)
2017-11-14 15:24:40.25,100005,65.04029834,-147.41793,0.728,POINT (480321.62 7213010.83)
2017-11-14 15:24:40.75,100006,65.04029167,-147.4178983,0.7241,POINT (480323.11 7213010.08)
2017-11-14 15:24:41.25,100007,65.04029167,-147.4178783,0.6803,POINT (480324.05 7213010.07)
2017-11-14 15:24:41.75,100008,65.040295,-147.41788,0.6679,POINT (480323.98 7213010.44)
2017-11-14 15:24:42.25,100009,65.04028166,-147.4178317,0.7814,POINT (480326.24 7213008.94)
2017-11-14 15:24:42.75,100010,65.04027333,-147.4178183,0.7487999999999999,POINT (480326.87 7213008.01)
2017-11-14 15:24:43.25,100011,65.040275,-147.417795,0.7511,POINT (480327.96 7213008.19)
2017-11-14 15:24:43.75,100012,65.040275,-147.417795,0.7746999999999999,POINT (480327.96 7213008.19)
2017-11-14 15:24:44.25,100013,65.04027,-147.4177667,0.9570000000000001,POINT (480329.29 7213007.62)
2017-11-14 15:24:44.75,100014,65.04026167,-147.4177584,0.7977,POINT (480329.68 7213006.69)
2017-11-14 15:24:45.25,100015,65.04025,-147.41773,0.7601,POINT (480331.01 7213005.38)
2017-11-14 15:24:45.75,100016,65.040245,-147.4176966,0.5915,POINT (480332.57 7213004.81)
2017-11-14 15:24:46.25,100017,65.040235,-147.4176783,0.5661999999999999,POINT (480333.43 7213003.69)
2017-11-14 15:24:46.75,100018,65.04024333,-147.4176866,0.6146,POINT (480333.04 7213004.62)
2017-11-14 15:24:47.25,100019,65.04023333,-147.4176534,0.5207,POINT (480334.6 7213003.5)
2017-11-14 15:24:47.75,100020,65.04024167,-147.41765,0.7415999999999999,POINT (480334.77 7213004.43)
2017-11-14 15:24:48.25,100021,65.040235,-147.417605,0.828,POINT (480336.88 7213003.67)
2017-11-14 15:24:48.75,100022,65.04024333,-147.417595,0.7606999999999999,POINT (480337.36 7213004.6)
2017-11-14 15:24:49.25,100023,65.04023833,-147.417575,0.5842,POINT (480338.3 7213004.03)
2017-11-14 15:24:49.75,100024,65.04023,-147.4175567,0.5606,POINT (480339.15 7213003.1)
2017-11-14 15:24:50.25,100025,65.04022666,-147.417535,0.6073,POINT (480340.17 7213002.72)
2017-11-14 15:24:50.75,100026,65.040225,-147.4175116,0.6781,POINT (480341.27 7213002.53)
2017-11-14 15:24:51.25,100027,65.04022333,-147.4174734,0.4617,POINT (480343.07 7213002.33)
2017-11-14 15:24:51.75,100028,65.04022167,-147.4174766,0.3954,POINT (480342.92 7213002.15)
2017-11-14 15:24:52.25,100029,65.04021834,-147.4174533,0.45159999999999995,POINT (480344.01 7213001.77)
2017-11-14 15:24:52.75,100030,65.04021667,-147.417415,0.6740999999999999,POINT (480345.81 7213001.57)
2017-11-14 15:24:53.25,100031,65.04022,-147.4174034,0.6382,POINT (480346.36 7213001.94)
2017-11-14 15:24:53.75,100032,65.04021667,-147.41739,0.6494,POINT (480346.99 7213001.56)
2017-11-14 15:24:54.25,100033,65.040225,-147.4173633,0.7034,POINT (480348.25 7213002.48)
2017-11-14 15:24:54.75,100034,65.04022333,-147.4173433,0.7483,POINT (480349.19 7213002.29)
2017-11-14 15:24:55.25,100035,65.04022167,-147.4173433,0.7584000000000001,POINT (480349.19 7213002.1)
2017-11-14 15:24:55.75,100036,65.04021334,-147.4172967,0.7584000000000001,POINT (480351.38 7213001.16)
2017-11-14 15:24:56.25,100037,65.04021,-147.4172867,0.7184999999999999,POINT (480351.85 7213000.79)
2017-11-14 15:24:56.75,100038,65.04021167,-147.4172517,0.7123999999999999,POINT (480353.5 7213000.96)
2017-11-14 15:24:57.25,100039,65.04021167,-147.417245,0.6920999999999999,POINT (480353.81 7213000.96)
2017-11-14 15:24:57.75,100040,65.04022167,-147.41724,0.2145,POINT (480354.06 7213002.07)
2017-11-14 15:24:58.25,100041,65.04021834,-147.41723,0.4612,POINT (480354.52 7213001.7)
2017-11-14 15:24:59,100042,65.04021834,-147.4172284,0.4235,POINT (480354.6 7213001.7)
2017-11-14 15:24:59.5,100043,65.04021834,-147.417225,0.4752,POINT (480354.76 7213001.7)
2017-11-14 15:25:00.25,100044,65.04021834,-147.4172233,0.523,POINT (480354.84 7213001.7)
2017-11-14 15:25:01,100045,65.04021667,-147.417215,0.6191,POINT (480355.23 7213001.51)
2017-11-14 15:25:01.5,100046,65.04021667,-147.4172083,0.6512,POINT (480355.55 7213001.5)
2017-11-14 15:25:02.25,100047,65.04021667,-147.4171983,0.6275999999999999,POINT (480356.02 7213001.5)
2017-11-14 15:25:03,100048,65.04021334,-147.41715,0.772,POINT (480358.29 7213001.12)
2017-11-14 15:25:03.75,100049,65.040215,-147.417145,0.7945,POINT (480358.52 7213001.3)
2017-11-14 15:25:04.5,100050,65.04021667,-147.4171017,0.7911,POINT (480360.56 7213001.47)
2017-11-14 15:25:05,100051,65.04021834,-147.4170867,0.7608,POINT (480361.27 7213001.65)
2017-11-14 15:25:05.5,100052,65.04021667,-147.4170533,0.7804000000000001,POINT (480362.84 7213001.46)
2017-11-14 15:25:06,100053,65.040215,-147.41702,0.7326999999999999,POINT (480364.41 7213001.26)
2017-11-14 15:25:06.5,100054,65.04021334,-147.41696,0.7343999999999999,POINT (480367.23 7213001.06)
2017-11-14 15:25:07,100055,65.04020833,-147.4169417,0.7889,POINT (480368.09 7213000.49)
2017-11-14 15:25:07.75,100056,65.04021,-147.416905,0.809,POINT (480369.82 7213000.67)
2017-11-14 15:25:08.5,100057,65.04020833,-147.4168967,0.6859999999999999,POINT (480370.21 7213000.48)
2017-11-14 15:25:09.25,100058,65.04021334,-147.4168917,0.6686,POINT (480370.45 7213001.03)
2017-11-14 15:25:10,100059,65.04022333,-147.4168867,0.4916,POINT (480370.69 7213002.15)
2017-11-14 15:25:10.5,100060,65.04022,-147.41687,0.4669,POINT (480371.48 7213001.77)
2017-11-14 15:25:11,100061,65.04022167,-147.4168533,0.545,POINT (480372.26 7213001.95)
2017-11-14 15:25:11.5,100062,65.04022167,-147.4168167,0.6304,POINT (480373.99 7213001.94)
2017-11-14 15:25:12,100063,65.04022333,-147.4168,0.7361,POINT (480374.78 7213002.12)
