"TOA5","29036","CR800","29036","CR800.Std.27","CPU:Geophys1_GPSProbe.CR8","43006","OperatorView"
"TIMESTAMP","RECORD","Counter","DepthCm","BattVolts","latitude_a","latitude_b","Longitude_a","Longitude_b","fix_quality","nmbr_satellites","HDOP","altitudeB","DepthVolts","LatitudeDDDDD","LongitudeDDDDD","month","dayofmonth","hourofday","minutes","seconds","microseconds"
"TS","RN","","","","degrees","minutes","degrees","minutes","unitless","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2017-04-15 12:51:07.25",5777,100001,52.81,12.74,69,8.5893,-148,-57.1464,1,10,0.8,336.3,3.447,0.143155,-0.95244,4,15,12,51,7.000,250000
"2017-04-15 12:54:50.5",5778,100002,-0.11,12.68,69,8.5912,-148,-57.1363,1,10,0.8,346.1,-0.01,0.1431867,-0.9522717,4,15,12,54,50,500000
"2017-04-15 12:54:51",5779,100003,119.9,12.67,69,8.5911,-148,-57.1363,1,10,0.9,346.1,7.827,0.143185,-0.9522717,4,15,12,54,51,0
"2017-04-15 12:54:51.5",5780,100004,-0.11,12.67,69,8.5913,-148,-57.1363,1,10,0.9,346.1,-0.01,0.1431883,-0.9522717,4,15,12,54,51,500000
"2017-04-15 12:54:52",5781,100005,119.7,12.68,69,8.5913,-148,-57.1363,1,10,0.8,346.1,7.816,0.1431883,-0.9522717,4,15,12,54,52,0
"2017-04-15 12:54:52.5",5782,100006,-0.11,12.67,69,8.5913,-148,-57.1362,1,10,0.9,346.1,-0.01,0.1431883,-0.95227,4,15,12,54,52,500000
"2017-04-15 12:54:53",5783,100007,119.7,12.68,69,8.5913,-148,-57.1362,1,10,0.9,346.1,7.816,0.1431883,-0.95227,4,15,12,54,53,0
"2017-04-15 12:54:53.75",5784,100008,34.75,12.65,69,8.5891,-148,-57.1333,2,10,0.8,344,2.268,0.1431517,-0.9522217,4,15,12,54,53,750000
"2017-04-15 12:54:54.25",5785,100009,47.48,12.65,69,8.589,-148,-57.134,2,10,0.8,344.2,3.099,0.14315,-0.9522333,4,15,12,54,54,250000
"2017-04-15 12:54:54.75",5786,100010,57.37,12.65,69,8.5879,-148,-57.1329,2,10,0.8,344.3,3.745,0.1431317,-0.952215,4,15,12,54,54,750000
"2017-04-15 12:54:55",5787,100011,51.48,12.65,69,8.5875,-148,-57.1319,2,10,0.8,344.9,3.36,0.143125,-0.9521983,4,15,12,54,55,0
"2017-04-15 12:54:55.5",5788,100012,64.65,12.66,69,8.586701,-148,-57.131,2,10,0.8,344.7,4.22,0.1431117,-0.9521834,4,15,12,54,55,500000
"2017-04-15 12:54:56",5789,100013,67.21,12.65,69,8.5861,-148,-57.1312,2,10,0.8,345,4.387,0.1431017,-0.9521866,4,15,12,54,56,0
"2017-04-15 12:54:56.5",5790,100014,60.48,12.65,69,8.5857,-148,-57.1313,2,10,0.8,345.9,3.948,0.143095,-0.9521884,4,15,12,54,56,500000
"2017-04-15 12:54:57",5791,100015,64.15,12.65,69,8.5851,-148,-57.1299,2,10,0.8,345.5,4.188,0.143085,-0.952165,4,15,12,54,57,0
"2017-04-15 12:54:57.5",5792,100016,65.77,12.65,69,8.5845,-148,-57.1295,2,10,0.8,345.9,4.293,0.143075,-0.9521583,4,15,12,54,57,500000
"2017-04-15 12:54:58",5793,100017,58.48,12.65,69,8.5836,-148,-57.1296,2,10,0.8,345.8,3.817,0.14306,-0.95216,4,15,12,54,58,0
"2017-04-15 12:54:58.25",5794,100018,54.59,12.65,69,8.5831,-148,-57.1298,2,10,0.8,345.5,3.563,0.1430517,-0.9521634,4,15,12,54,58,250000
"2017-04-15 12:54:58.75",5795,100019,58.04,12.65,69,8.5826,-148,-57.13,2,10,0.8,346.2,3.788,0.1430433,-0.9521666,4,15,12,54,58,750000
"2017-04-15 12:54:59.25",5796,100020,55.04,12.65,69,8.5819,-148,-57.1301,2,10,0.8,345.3,3.592,0.1430317,-0.9521683,4,15,12,54,59,250000
"2017-04-15 12:54:59.5",5797,100021,53.42,12.65,69,8.5809,-148,-57.1299,2,10,0.8,345.5,3.487,0.143015,-0.952165,4,15,12,54,59,500000
"2017-04-15 12:55:00.25",5798,100022,61.43,12.64,69,8.5802,-148,-57.1307,2,10,0.8,346,4.01,0.1430033,-0.9521783,4,15,12,55,0,250000
"2017-04-15 12:55:00.75",5799,100023,59.76,12.65,69,8.5798,-148,-57.1301,2,10,0.8,346.4,3.901,0.1429967,-0.9521683,4,15,12,55,0,750000
"2017-04-15 12:55:01.25",5800,100024,52.03,12.65,69,8.5793,-148,-57.1306,2,10,0.8,346.4,3.397,0.1429883,-0.9521767,4,15,12,55,1,250000
"2017-04-15 12:55:01.75",5801,100025,45.98,12.65,69,8.5787,-148,-57.1305,2,10,0.8,345.3,3.001,0.1429783,-0.952175,4,15,12,55,1,750000
"2017-04-15 12:55:02.25",5802,100026,57.93,12.65,69,8.5781,-148,-57.1308,2,10,0.8,345.8,3.781,0.1429683,-0.95218,4,15,12,55,2,250000
"2017-04-15 12:55:02.75",5803,100027,42.36,12.64,69,8.5777,-148,-57.1297,2,10,0.8,345.9,2.765,0.1429617,-0.9521617,4,15,12,55,2,750000
"2017-04-15 12:55:03.25",5804,100028,45.47,12.65,69,8.577,-148,-57.1295,2,10,0.8,345.5,2.968,0.14295,-0.9521583,4,15,12,55,3,250000
"2017-04-15 12:55:04",5805,100029,53.31,12.65,69,8.5764,-148,-57.1291,2,10,0.8,345.9,3.48,0.14294,-0.9521517,4,15,12,55,4,0
"2017-04-15 12:55:04.5",5806,100030,61.26,12.64,69,8.5757,-148,-57.1285,2,10,0.8,345.4,3.999,0.1429283,-0.9521417,4,15,12,55,4,500000
"2017-04-15 12:55:04.75",5807,100031,64.71,12.64,69,8.5742,-148,-57.1288,2,10,0.8,345.9,4.224,0.1429033,-0.9521466,4,15,12,55,4,750000
"2017-04-15 12:55:05.25",5808,100032,47.81,12.64,69,8.5737,-148,-57.1288,2,10,0.8,345.8,3.121,0.142895,-0.9521466,4,15,12,55,5,250000
"2017-04-15 12:55:05.75",5809,100033,67.88,12.64,69,8.572699,-148,-57.1293,2,10,0.8,344.7,4.431,0.1428783,-0.952155,4,15,12,55,5,750000
"2017-04-15 12:55:06.25",5810,100034,62.04,12.64,69,8.5726,-148,-57.1292,2,10,0.8,345.4,4.05,0.1428767,-0.9521534,4,15,12,55,6,250000
"2017-04-15 12:55:07",5811,100035,54.15,12.63,69,8.571999,-148,-57.1283,2,10,0.8,345.8,3.534,0.1428667,-0.9521383,4,15,12,55,7.000,0
"2017-04-15 12:55:07.5",5812,100036,57.82,12.64,69,8.5715,-148,-57.1276,2,10,0.8,345.5,3.774,0.1428583,-0.9521267,4,15,12,55,7.000,500000
"2017-04-15 12:55:07.75",5813,100037,65.6,12.64,69,8.5704,-148,-57.1284,2,10,0.8,345.2,4.282,0.14284,-0.95214,4,15,12,55,7.000,750000
"2017-04-15 12:55:08.5",5814,100038,63.88,12.64,69,8.569899,-148,-57.1281,2,10,0.8,344.9,4.169,0.1428317,-0.952135,4,15,12,55,8,500000
"2017-04-15 12:55:09.25",5815,100039,60.32,12.64,69,8.5697,-148,-57.1278,2,10,0.8,345.2,3.937,0.1428283,-0.95213,4,15,12,55,9,250000
"2017-04-15 12:55:10",5816,100040,58.65,12.64,69,8.5691,-148,-57.1277,2,10,0.8,345.4,3.828,0.1428184,-0.9521283,4,15,12,55,10,0
"2017-04-15 12:55:10.5",5817,100041,58.93,12.63,69,8.5683,-148,-57.1277,2,10,0.8,344.8,3.846,0.142805,-0.9521283,4,15,12,55,10,500000
"2017-04-15 12:55:11.25",5818,100042,57.15,12.63,69,8.5676,-148,-57.1273,2,10,0.8,345.1,3.73,0.1427933,-0.9521217,4,15,12,55,11,250000
"2017-04-15 12:55:12",5819,100043,58.82,12.63,69,8.5669,-148,-57.1272,2,10,0.8,345.2,3.839,0.1427817,-0.95212,4,15,12,55,12,0
"2017-04-15 12:55:12.75",5820,100044,69.27,12.64,69,8.5662,-148,-57.1273,2,10,0.8,345.2,4.521,0.14277,-0.9521217,4,15,12,55,12,750000
"2017-04-15 12:55:13.5",5821,100045,64.54,12.64,69,8.565699,-148,-57.1274,2,10,0.8,344.6,4.213,0.1427617,-0.9521234,4,15,12,55,13,500000
"2017-04-15 12:55:14",5822,100046,71.88,12.63,69,8.5648,-148,-57.1264,2,10,0.8,345,4.692,0.1427467,-0.9521066,4,15,12,55,14,0
"2017-04-15 12:55:14.5",5823,100047,86.8,12.63,69,8.563501,-148,-57.1272,2,10,0.8,345.2,5.668,0.142725,-0.95212,4,15,12,55,14,500000
"2017-04-15 12:55:14.75",5824,100048,95.1,12.63,69,8.5631,-148,-57.1268,2,10,0.8,344.5,6.205,0.1427183,-0.9521134,4,15,12,55,14,750000
"2017-04-15 12:55:15",5825,100049,102.5,12.63,69,8.5624,-148,-57.125,2,10,0.8,344.1,6.688,0.1427067,-0.9520834,4,15,12,55,15,0
"2017-04-15 12:55:15.25",5826,100050,119.8,12.62,69,8.5624,-148,-57.1255,2,8,1,345.5,7.82,0.1427067,-0.9520916,4,15,12,55,15,250000
"2017-04-15 12:55:15.75",5827,100051,119.8,12.62,69,8.562199,-148,-57.1248,2,10,0.8,345,7.82,0.1427033,-0.95208,4,15,12,55,15,750000
"2017-04-15 12:55:16.25",5828,100052,119.9,12.61,69,8.5613,-148,-57.1251,2,8,1,344.6,7.824,0.1426883,-0.952085,4,15,12,55,16,250000
"2017-04-15 12:55:16.75",5829,100053,119.9,12.6,69,8.5606,-148,-57.1246,2,10,0.8,344.2,7.823,0.1426767,-0.9520766,4,15,12,55,16,750000
"2017-04-15 12:55:17.25",5830,100054,119.8,12.6,69,8.560799,-148,-57.1272,2,10,0.8,347,7.82,0.14268,-0.95212,4,15,12,55,17,250000
"2017-04-15 12:55:17.75",5831,100055,119.8,12.6,69,8.560799,-148,-57.1276,2,9,0.9,348.2,7.823,0.14268,-0.9521267,4,15,12,55,17,750000
"2017-04-15 12:55:18.5",5832,100056,119.8,12.59,69,8.5597,-148,-57.1266,2,11,0.8,347.6,7.819,0.1426617,-0.95211,4,15,12,55,18,500000
"2017-04-15 12:55:19",5833,100057,119.8,12.59,69,8.5587,-148,-57.1284,2,10,0.9,348.6,7.819,0.142645,-0.95214,4,15,12,55,19,0
"2017-04-15 12:55:19.75",5834,100058,119.8,12.59,69,8.557201,-148,-57.1272,2,10,0.9,348.8,7.823,0.14262,-0.95212,4,15,12,55,19,750000
"2017-04-15 12:55:20.25",5835,100059,119.8,12.59,69,8.5568,-148,-57.1275,2,9,0.9,350.1,7.819,0.1426133,-0.952125,4,15,12,55,20,250000
"2017-04-15 12:55:21",5836,100060,119.4,12.58,69,8.5561,-148,-57.1287,2,10,0.9,350.4,7.794,0.1426017,-0.952145,4,15,12,55,21,0
"2017-04-15 12:55:21.5",5837,100061,119.8,12.59,69,8.5548,-148,-57.1268,2,9,0.9,349.9,7.823,0.14258,-0.9521134,4,15,12,55,21,500000
"2017-04-15 12:55:22",5838,100062,120,12.58,69,8.5538,-148,-57.1276,2,9,0.9,349.3,7.830,0.1425633,-0.9521267,4,15,12,55,22,0
"2017-04-15 12:55:22.75",5839,100063,119.8,12.57,69,8.5528,-148,-57.1257,2,10,0.9,349.2,7.823,0.1425467,-0.952095,4,15,12,55,22,750000
"2017-04-15 12:55:23.5",5840,100064,112.2,12.57,69,8.5532,-148,-57.126,2,10,0.9,349,7.325,0.1425533,-0.9521,4,15,12,55,23,500000
"2017-04-15 12:55:24",5841,100065,97.9,12.58,69,8.5525,-148,-57.1263,2,10,0.9,347.9,6.393,0.1425417,-0.952105,4,15,12,55,24,0
"2017-04-15 12:55:24.75",5842,100066,106.9,12.58,69,8.5511,-148,-57.1248,2,10,0.9,347.3,6.981,0.1425183,-0.95208,4,15,12,55,24,750000
"2017-04-15 12:55:25.5",5843,100067,105.7,12.58,69,8.5504,-148,-57.1251,2,10,0.9,348.1,6.897,0.1425067,-0.952085,4,15,12,55,25,500000
"2017-04-15 12:55:26.25",5844,100068,96.1,12.58,69,8.5496,-148,-57.1259,2,10,0.9,347.7,6.273,0.1424933,-0.9520983,4,15,12,55,26,250000
"2017-04-15 12:55:26.75",5845,100069,96.7,12.57,69,8.5494,-148,-57.125,2,10,0.9,347.1,6.313,0.14249,-0.9520834,4,15,12,55,26,750000
"2017-04-15 12:55:27.5",5846,100070,103.3,12.58,69,8.5492,-148,-57.1244,2,10,0.9,347.4,6.741,0.1424867,-0.9520734,4,15,12,55,27,500000
"2017-04-15 12:55:28",5847,100071,109.6,12.56,69,8.5487,-148,-57.1246,2,10,0.9,348.1,7.151,0.1424783,-0.9520766,4,15,12,55,28,0
"2017-04-15 12:55:28.75",5848,100072,100.5,12.57,69,8.5485,-148,-57.1247,2,10,0.9,348.4,6.56,0.142475,-0.9520783,4,15,12,55,28,750000
"2017-04-15 12:55:29.25",5849,100073,80.9,12.56,69,8.5473,-148,-57.1254,2,10,0.9,348.2,5.279,0.142455,-0.95209,4,15,12,55,29,250000
"2017-04-15 12:55:30",5850,100074,86.8,12.56,69,8.546699,-148,-57.1245,2,10,0.9,349.5,5.667,0.142445,-0.952075,4,15,12,55,30,0
"2017-04-15 12:55:30.5",5851,100075,92.5,12.57,69,8.5463,-148,-57.1233,2,10,0.9,349.6,6.037,0.1424383,-0.952055,4,15,12,55,30,500000
"2017-04-15 12:55:31",5852,100076,86.6,12.56,69,8.5456,-148,-57.1238,2,10,0.9,349.7,5.653,0.1424267,-0.9520634,4,15,12,55,31,0
"2017-04-15 12:55:31.5",5853,100077,88.5,12.57,69,8.545,-148,-57.1245,2,10,0.9,349.9,5.779,0.1424167,-0.952075,4,15,12,55,31,500000
"2017-04-15 12:55:32",5854,100078,58.8,12.56,69,8.5912,-148,-57.1179,2,10,0.9,351,3.838,0.1431867,-0.951965,4,15,12,55,32,0
"2017-04-15 12:55:32.75",5855,100079,64.02,12.55,69,8.590901,-148,-57.1179,2,10,0.9,350.6,4.179,0.1431817,-0.951965,4,15,12,55,32,750000
"2017-04-15 12:55:33.5",5856,100080,66.64,12.55,69,8.5905,-148,-57.117,2,10,0.9,350.4,4.35,0.143175,-0.95195,4,15,12,55,33,500000
