TOA5,29037,CR800,29037,CR800.Std.27,CPU:Geophys2_GPSProbe.CR8,60528,OperatorView,,,,,,,,,,,,,,
TIMESTAMP,RECORD,Counter,DepthCm,BattVolts,latitude_a,latitude_b,Longitude_a,Longitude_b,fix_quality,nmbr_satellites,HDOP,altitudeB,DepthVolts,LatitudeDDDDD,LongitudeDDDDD,month,dayofmonth,hourofday,minutes,seconds,microseconds
TS,RN,,,,degrees,minutes,degrees,minutes,unitless,,,,,,,,,,,,
,,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
2017-11-14 15:26:04.75,5893,100160,75.43,13.19,65,2.3772,-147,-24.9454,2,11,0.8,716.7,4.869,0.03962,-0.4157567,11,14,15,26,4,750000
2017-11-14 15:26:05.25,5894,100161,71.1,13.18,65,2.3776,-147,-24.9443,2,11,0.8,717.2,4.59,0.03962666,-0.4157383,11,14,15,26,5,250000
2017-11-14 15:26:06,5895,100162,74.14,13.19,65,2.378,-147,-24.9424,2,11,0.8,716.3,4.785,0.03963333,-0.4157067,11,14,15,26,6,0
2017-11-14 15:26:06.5,5896,100163,75.49,13.19,65,2.378,-147,-24.941,2,10,0.9,715.7,4.872,0.03963333,-0.4156833,11,14,15,26,6,500000
2017-11-14 15:26:07,5897,100164,89.3,13.19,65,2.3786,-147,-24.9395,2,11,0.8,716,5.763,0.03964333,-0.4156584,11,14,15,26,7,0
2017-11-14 15:26:07.5,5898,100165,95.3,13.19,65,2.3784,-147,-24.9405,2,11,0.8,716.6,6.151,0.03964,-0.415675,11,14,15,26,7,500000
2017-11-14 15:26:08,5899,100166,86.7,13.18,65,2.3782,-147,-24.9414,2,11,0.8,717.1,5.593,0.03963667,-0.41569,11,14,15,26,8,0
2017-11-14 15:26:08.75,5900,100167,92.7,13.18,65,2.378,-147,-24.9406,2,11,0.8,717.3,5.981,0.03963333,-0.4156766,11,14,15,26,8,750000
2017-11-14 15:26:09.25,5901,100168,76.5,13.19,65,2.3777,-147,-24.9386,2,11,0.8,717.3,4.937,0.03962834,-0.4156433,11,14,15,26,9,250000
2017-11-14 15:26:09.75,5902,100169,77.68,13.19,65,2.3782,-147,-24.9377,2,11,0.8,717.4,5.014,0.03963667,-0.4156284,11,14,15,26,9,750000
2017-11-14 15:26:10.25,5903,100170,79.54,13.18,65,2.3778,-147,-24.9372,2,11,0.8,717.4,5.133,0.03963,-0.41562,11,14,15,26,10,250000
2017-11-14 15:26:10.75,5904,100171,73.86,13.19,65,2.3784,-147,-24.9366,2,11,0.8,717,4.767,0.03964,-0.41561,11,14,15,26,10,750000
2017-11-14 15:26:11.25,5905,100172,85.9,13.18,65,2.3784,-147,-24.9353,2,11,0.8,717.4,5.542,0.03964,-0.4155884,11,14,15,26,11,250000
2017-11-14 15:26:12,5906,100173,74.64,13.18,65,2.3782,-147,-24.9343,2,11,0.8,717.7,4.818,0.03963667,-0.4155716,11,14,15,26,12,0
2017-11-14 15:26:12.5,5907,100174,74.08,13.18,65,2.3784,-147,-24.9339,2,10,0.8,716.9,4.782,0.03964,-0.415565,11,14,15,26,12,500000
2017-11-14 15:26:13,5908,100175,77.46,13.18,65,2.3784,-147,-24.9331,2,11,0.8,717,4.999,0.03964,-0.4155517,11,14,15,26,13,0
2017-11-14 15:26:13.75,5909,100176,-0.07,13.25,65,2.3789,-147,-24.9322,2,11,0.8,716.6,0,0.03964834,-0.4155367,11,14,15,26,13,750000
2017-11-14 15:26:14.25,5910,100177,-0.13,13.26,65,2.3789,-147,-24.9306,2,11,0.8,716.5,0,0.03964834,-0.41551,11,14,15,26,14,250000
2017-11-14 15:26:14.75,5911,100178,-0.13,13.26,65,2.3784,-147,-24.9296,2,11,0.8,716.5,0,0.03964,-0.4154933,11,14,15,26,14,750000
2017-11-14 15:26:15.25,5912,100179,-0.13,13.26,65,2.3781,-147,-24.9292,2,11,0.8,717.3,0,0.039635,-0.4154867,11,14,15,26,15,250000
2017-11-14 15:26:15.75,5913,100180,-0.13,13.26,65,2.3779,-147,-24.9277,2,11,0.8,717.3,0,0.03963166,-0.4154616,11,14,15,26,15,750000
2017-11-14 15:26:16.25,5914,100181,-0.13,13.26,65,2.3782,-147,-24.927,2,11,0.8,717,0,0.03963667,-0.41545,11,14,15,26,16,250000
2017-11-14 15:26:16.75,5915,100182,75.77,13.18,65,2.3784,-147,-24.9269,2,11,0.9,716.9,4.89,0.03964,-0.4154483,11,14,15,26,16,750000
2017-11-14 15:26:17.25,5916,100183,76.33,13.18,65,2.3784,-147,-24.9268,2,10,0.9,716.9,4.927,0.03964,-0.4154467,11,14,15,26,17,250000
2017-11-14 15:26:17.75,5917,100184,80.3,13.18,65,2.3785,-147,-24.9262,2,11,0.8,717,5.184,0.03964167,-0.4154367,11,14,15,26,17,750000
2017-11-14 15:26:18.25,5918,100185,70.71,13.17,65,2.3784,-147,-24.9248,2,11,0.8,716.3,4.564,0.03964,-0.4154134,11,14,15,26,18,250000
2017-11-14 15:26:19,5919,100186,84.4,13.18,65,2.3785,-147,-24.9236,2,11,0.8,715.9,5.445,0.03964167,-0.4153933,11,14,15,26,19,0
2017-11-14 15:26:19.5,5920,100187,73.52,13.17,65,2.3787,-147,-24.9228,2,11,0.9,716.4,4.746,0.039645,-0.41538,11,14,15,26,19,500000
2017-11-14 15:26:20,5921,100188,45.13,13.17,65,2.379,-147,-24.9201,2,11,0.8,716.8,2.916,0.03965,-0.415335,11,14,15,26,20,0
2017-11-14 15:26:20.5,5922,100189,74.53,13.17,65,2.3792,-147,-24.9193,2,11,0.8,717.2,4.811,0.03965334,-0.4153217,11,14,15,26,20,500000
2017-11-14 15:26:21.25,5923,100190,66.78,13.17,65,2.3796,-147,-24.9192,2,11,0.8,718.2,4.311,0.03966,-0.41532,11,14,15,26,21,250000
2017-11-14 15:26:22,5924,100191,89.4,13.18,65,2.3803,-147,-24.9184,2,11,0.8,719,5.767,0.03967167,-0.4153066,11,14,15,26,22,0
2017-11-14 15:26:22.5,5925,100192,67.9,13.18,65,2.3799,-147,-24.917,2,11,0.8,718.4,4.383,0.039665,-0.4152833,11,14,15,26,22,500000
2017-11-14 15:26:23.25,5926,100193,68.24,13.17,65,2.3802,-147,-24.9163,2,11,0.8,718.3,4.405,0.03967,-0.4152717,11,14,15,26,23,250000
2017-11-14 15:26:24,5927,100194,57.1,13.15,65,2.3824,-147,-25.0298,2,11,0.8,724.9,3.688,0.03970667,-0.4171634,11,14,15,26,24,0
2017-11-14 15:26:24.75,5928,100195,60.65,13.14,65,2.3813,-147,-25.0313,2,10,1,725.7,3.916,0.03968833,-0.4171883,11,14,15,26,24,750000
2017-11-14 15:26:25.5,5929,100196,69.31,13.14,65,2.3812,-147,-25.0318,2,10,1,725.7,4.474,0.03968667,-0.4171967,11,14,15,26,25,500000
2017-11-14 15:26:26.25,5930,100197,65.65,13.13,65,2.3813,-147,-25.0324,2,10,1,725.7,4.238,0.03968833,-0.4172067,11,14,15,26,26,250000
2017-11-14 15:26:27,5931,100198,47.55,13.14,65,2.3813,-147,-25.0326,2,10,1,725.7,3.072,0.03968833,-0.41721,11,14,15,26,27,0
2017-11-14 15:26:27.75,5932,100199,68.91,13.13,65,2.3813,-147,-25.0327,2,10,1,725.7,4.449,0.03968833,-0.4172116,11,14,15,26,27,750000
2017-11-14 15:26:28.5,5933,100200,75.43,13.13,65,2.3813,-147,-25.033,2,10,1,725.8,4.869,0.03968833,-0.4172167,11,14,15,26,28,500000
2017-11-14 15:26:29.25,5934,100201,64.58,13.14,65,2.3813,-147,-25.0331,2,10,1,725.8,4.17,0.03968833,-0.4172183,11,14,15,26,29,250000
2017-11-14 15:26:30,5935,100202,75.6,13.13,65,2.3811,-147,-25.0331,2,10,1,725.7,4.88,0.039685,-0.4172183,11,14,15,26,30,0
2017-11-14 15:26:30.75,5936,100203,66.83,13.12,65,2.381,-147,-25.0336,2,10,1,725.7,4.315,0.03968334,-0.4172267,11,14,15,26,30,750000
2017-11-14 15:26:31.5,5937,100204,79.48,13.13,65,2.3809,-147,-25.0339,2,9,1.1,725.6,5.13,0.03968166,-0.4172316,11,14,15,26,31,500000
2017-11-14 15:26:32.25,5938,100205,78.81,13.13,65,2.3807,-147,-25.0347,2,10,1,725.5,5.086,0.03967834,-0.417245,11,14,15,26,32,250000
2017-11-14 15:26:32.75,5939,100206,62.67,13.12,65,2.3794,-147,-25.0382,2,10,1,726.3,4.046,0.03965666,-0.4173034,11,14,15,26,32,750000
2017-11-14 15:26:33.5,5940,100207,57.95,13.13,65,2.379,-147,-25.0384,2,10,1,726.8,3.742,0.03965,-0.4173067,11,14,15,26,33,500000
2017-11-14 15:26:34.25,5941,100208,60.82,13.13,65,2.3781,-147,-25.0408,2,10,1,727.2,3.927,0.039635,-0.4173466,11,14,15,26,34,250000
2017-11-14 15:26:34.75,5942,100209,59.3,13.12,65,2.378,-147,-25.0412,2,10,1,727.2,3.829,0.03963333,-0.4173533,11,14,15,26,34,750000
2017-11-14 15:26:35.5,5943,100210,64.7,13.12,65,2.3775,-147,-25.0419,2,10,1,727,4.177,0.039625,-0.417365,11,14,15,26,35,500000
2017-11-14 15:26:36.25,5944,100211,59.47,13.13,65,2.3771,-147,-25.0441,2,10,1,726.9,3.84,0.03961833,-0.4174017,11,14,15,26,36,250000
2017-11-14 15:26:36.75,5945,100212,65.31,13.13,65,2.3769,-147,-25.0447,2,10,1,727,4.217,0.039615,-0.4174117,11,14,15,26,36,750000
2017-11-14 15:26:37.5,5946,100213,71.5,13.12,65,2.3763,-147,-25.0453,2,10,1,727.1,4.615,0.039605,-0.4174217,11,14,15,26,37,500000
2017-11-14 15:26:38.25,5947,100214,83.2,13.13,65,2.3763,-147,-25.0456,2,10,1,727.4,5.372,0.039605,-0.4174267,11,14,15,26,38,250000
2017-11-14 15:26:39,5948,100215,80.5,13.13,65,2.376,-147,-25.0463,2,10,1,727.6,5.195,0.0396,-0.4174384,11,14,15,26,39,0
2017-11-14 15:26:39.75,5949,100216,73.64,13.13,65,2.3759,-147,-25.0474,2,10,1,727.6,4.753,0.03959834,-0.4174566,11,14,15,26,39,750000
2017-11-14 15:26:40.25,5950,100217,77.35,13.11,65,2.3756,-147,-25.0493,2,10,1,727.6,4.992,0.03959334,-0.4174883,11,14,15,26,40,250000
2017-11-14 15:26:41,5951,100218,80.9,13.11,65,2.375,-147,-25.0499,2,10,1,727.4,5.22,0.03958333,-0.4174983,11,14,15,26,41,0
2017-11-14 15:26:41.75,5952,100219,69.36,13.12,65,2.3745,-147,-25.0521,2,10,1,727.5,4.478,0.039575,-0.417535,11,14,15,26,41,750000
2017-11-14 15:26:42.5,5953,100220,57.16,13.11,65,2.374,-147,-25.0524,2,10,1,728.3,3.691,0.03956667,-0.41754,11,14,15,26,42,500000
2017-11-14 15:26:43.25,5954,100221,54.29,13.11,65,2.3736,-147,-25.0528,2,10,1,728.6,3.507,0.03956,-0.4175466,11,14,15,26,43,250000
2017-11-14 15:26:44,5955,100222,62.5,13.12,65,2.3734,-147,-25.0546,2,10,1,728.4,4.036,0.03955667,-0.4175767,11,14,15,26,44,0
2017-11-14 15:26:44.75,5956,100223,64.47,13.11,65,2.3734,-147,-25.0551,2,10,1,728.2,4.162,0.03955667,-0.417585,11,14,15,26,44,750000
2017-11-14 15:26:45.25,5957,100224,57.78,13.12,65,2.3733,-147,-25.0555,2,10,1,728,3.731,0.039555,-0.4175917,11,14,15,26,45,250000
2017-11-14 15:26:45.75,5958,100225,55.03,13.11,65,2.3725,-147,-25.0563,2,10,1,727.4,3.554,0.03954166,-0.417605,11,14,15,26,45,750000
2017-11-14 15:26:46.25,5959,100226,53.79,13.12,65,2.3725,-147,-25.0565,2,10,1,727.4,3.474,0.03954166,-0.4176083,11,14,15,26,46,250000
2017-11-14 15:26:47,5960,100227,52.21,13.11,65,2.3722,-147,-25.0576,2,10,1,727.5,3.373,0.03953667,-0.4176267,11,14,15,26,47,0
2017-11-14 15:26:47.75,5961,100228,62.45,13.11,65,2.3723,-147,-25.059,2,10,1,727.7,4.032,0.03953833,-0.41765,11,14,15,26,47,750000
2017-11-14 15:26:48.5,5962,100229,56.77,13.11,65,2.3725,-147,-25.0596,2,10,1,728.3,3.666,0.03954166,-0.41766,11,14,15,26,48,500000
2017-11-14 15:26:49,5963,100230,61.77,13.12,65,2.3724,-147,-25.0595,2,10,1,728.7,3.989,0.03954,-0.4176583,11,14,15,26,49,0
2017-11-14 15:26:49.5,5964,100231,37.03,13.12,65,2.3721,-147,-25.0605,2,10,1,728.8,2.395,0.039535,-0.417675,11,14,15,26,49,500000
2017-11-14 15:26:50.25,5965,100232,52.83,13.11,65,2.3724,-147,-25.0618,2,10,1,728.9,3.413,0.03954,-0.4176966,11,14,15,26,50,250000
2017-11-14 15:26:51,5966,100233,46.7,13.11,65,2.372,-147,-25.0623,2,9,1,729.1,3.018,0.03953333,-0.417705,11,14,15,26,51,0
2017-11-14 15:26:51.5,5967,100234,61.94,13.1,65,2.3716,-147,-25.0642,2,9,1,729.4,3.999,0.03952666,-0.4177366,11,14,15,26,51,500000
2017-11-14 15:26:52,5968,100235,68.86,13.11,65,2.3715,-147,-25.0648,2,9,1,729.8,4.445,0.039525,-0.4177467,11,14,15,26,52,0
2017-11-14 15:26:52.5,5969,100236,69.98,13.11,65,2.3714,-147,-25.0651,2,9,1,730,4.517,0.03952334,-0.4177517,11,14,15,26,52,500000
2017-11-14 15:26:53,5970,100237,77.85,13.09,65,2.3712,-147,-25.0661,2,9,1,729.9,5.025,0.03952,-0.4177683,11,14,15,26,53,0
2017-11-14 15:26:53.5,5971,100238,67.79,13.11,65,2.3707,-147,-25.0659,2,9,1,730.2,4.376,0.03951166,-0.417765,11,14,15,26,53,500000
