timestamp,counter,Latitude,Longitude,Snow Depth m,geometry
2017-04-14 14:31:23.25,101039,69.1221317,-148.9291983,0.3972,POINT (423282.2800510012 7669187.390011603)
2017-04-14 14:31:23.75,101040,69.1221317,-148.9292018,0.3861,POINT (423282.1409070321 7669187.394390748)
2017-04-14 14:31:24.25,101041,69.1221183,-148.92923,0.3556,POINT (423280.9727984202 7669185.936124474)
2017-04-14 14:31:24.75,101042,69.12211,-148.9292366,0.36719999999999997,POINT (423280.6812968723 7669185.019273142)
2017-04-14 14:31:25.25,101043,69.1220983,-148.9292466,0.36219999999999997,POINT (423280.2426995762 7669183.727715543)
2017-04-14 14:31:25.75,101044,69.122085,-148.9292383,0.4493,POINT (423280.5260148735 7669182.234926429)
2017-04-14 14:31:26.25,101045,69.1220883,-148.9292417,0.304,POINT (423280.4024222783 7669182.606995089)
2017-04-14 14:31:27,101046,69.12208,-148.9292583,0.2701,POINT (423279.7133650744 7669181.702656029)
2017-04-14 14:31:27.5,101047,69.1220717,-148.9292966,0.2934,POINT (423278.161612431 7669180.82546913)
2017-04-14 14:31:28.25,101048,69.1220683,-148.9293083,0.4499,POINT (423277.6845454441 7669180.461148371)
2017-04-14 14:31:28.75,101049,69.12207,-148.9293267,0.4815,POINT (423276.959007355 7669180.673651824)
2017-04-14 14:31:29.25,101050,69.1220717,-148.9293534,0.5508,POINT (423275.9034985171 7669180.896541147)
2017-04-14 14:31:29.75,101051,69.12207,-148.9293967,0.3467,POINT (423274.1761203168 7669180.76124225)
2017-04-14 14:31:30.25,101052,69.12206,-148.9294117,0.5902000000000001,POINT (423273.5447051597 7669179.665422619)
2017-04-14 14:31:30.75,101053,69.1220517,-148.9294283,0.6923,POINT (423272.8556445891 7669178.76108549)
2017-04-14 14:31:31.5,101054,69.1220567,-148.9294416,0.6301,POINT (423272.3444370144 7669179.335023016)
2017-04-14 14:31:32,101055,69.1220583,-148.9294834,0.6756,POINT (423270.6882683253 7669179.565664075)
2017-04-14 14:31:32.75,101056,69.122065,-148.9295283,0.6202000000000001,POINT (423268.9267507428 7669180.368626171)
2017-04-14 14:31:33.25,101057,69.1220633,-148.92958,0.5468999999999999,POINT (423266.8654250916 7669180.243844233)
2017-04-14 14:31:33.75,101058,69.122065,-148.9296034,0.6456999999999999,POINT (423265.9411100911 7669180.462608146)
2017-04-14 14:31:34.25,101059,69.12206,-148.9296301,0.7333,POINT (423264.8620942383 7669179.938727402)
2017-04-14 14:31:34.75,101060,69.1220683,-148.9296783,0.85,POINT (423262.9749993805 7669180.924157941)
2017-04-14 14:31:35.5,101061,69.1220617,-148.929715,0.937,POINT (423261.4928136516 7669180.234459407)
2017-04-14 14:31:36,101062,69.1220617,-148.929765,0.745,POINT (423259.5050367709 7669180.297036282)
